Off Time,Track,Horse,High Fast Races (%),Med Fast Races (%),Low Fast Races (%),Best Speed (mph),Best Pos,Mean Pos,Worst Pos,Std Pos,Num Races,Tips
15:03,Chepstow,Ajrad,0.33,0.33,0.33,44.39,1.0,4.42,10.0,2.91,12.0,3 tips
15:03,Chepstow,Dovey Moon,0.11,0.22,0.22,43.08,1.0,4.67,9.0,2.06,9.0,
15:03,Chepstow,Rival,0.0,0.2,0.2,43.1,2.0,4.4,8.0,2.61,5.0,
15:03,Chepstow,Sangara,0.0,0.0,0.0,42.72,4.0,7.5,11.0,3.51,4.0,
15:03,Chepstow,Fact Or Fable,0.0,0.0,0.08,45.08,1.0,5.15,11.0,3.02,13.0,
15:03,Chepstow,Too Much Trevor,0.18,0.18,0.36,44.45,2.0,5.27,12.0,3.07,11.0,
15:03,Chepstow,Port Noir,0.0,0.06,0.06,43.74,2.0,4.12,9.0,2.03,17.0,
15:03,Chepstow,Letter Of The Law,0.0,0.0,0.0,44.9,2.0,6.67,11.0,2.9,12.0,
15:38,Chepstow,Off The Bench,0.0,0.0,0.1,43.24,3.0,5.6,9.0,1.9,10.0,
15:38,Chepstow,Star Of Mali,0.0,0.0,0.0,42.19,2.0,3.0,4.0,1.0,3.0,13 tips
15:38,Chepstow,Tommy Blue,0.0,0.0,0.0,40.93,5.0,8.0,11.0,4.24,2.0,
15:38,Chepstow,Love You Millions,0.0,0.0,0.0,44.37,3.0,3.0,3.0,,1.0,
15:38,Chepstow,Scent Of May,0.0,0.0,0.0,41.77,2.0,3.0,4.0,1.41,2.0,
16:13,Chepstow,Connie's Rose,0.0,0.0,0.0,43.33,2.0,4.62,8.0,2.43,13.0,1 tip
16:13,Chepstow,Over Spiced,0.0,0.0,0.14,43.02,1.0,3.86,7.0,2.07,14.0,3 tips
16:13,Chepstow,Reporter,0.0,0.0,0.0,43.89,1.0,5.27,11.0,3.04,11.0,
16:13,Chepstow,Some Nightmare,0.4,0.5,0.5,43.59,1.0,4.9,12.0,3.0,10.0,3 tips
16:13,Chepstow,Notre Maison,0.0,0.0,0.0,44.51,2.0,4.17,7.0,1.72,6.0,2 tips
16:13,Chepstow,Fossos,0.0,0.0,0.0,43.07,5.0,6.67,8.0,1.53,3.0,1 tip
16:13,Chepstow,Rogue Endeavour,0.0,0.0,0.0,41.26,3.0,6.91,13.0,3.11,11.0,
16:48,Chepstow,King Of The Dance,,,,,,,,,,
16:48,Chepstow,Kurimu,0.0,0.0,0.0,41.35,3.0,5.4,8.0,2.07,5.0,1 tip
16:48,Chepstow,Shark Two One,0.0,0.11,0.11,43.35,1.0,3.78,7.0,2.11,9.0,2 tips
16:48,Chepstow,King's Gem,0.0,0.0,0.0,41.49,8.0,9.33,10.0,1.15,3.0,
16:48,Chepstow,Bated Breeze,0.0,0.33,0.33,40.76,2.0,6.33,9.0,3.79,3.0,1 tip
16:48,Chepstow,Blazing Bobcat,0.0,0.0,0.0,41.61,7.0,9.25,13.0,2.63,4.0,
16:48,Chepstow,My Clementine,0.0,0.0,0.0,44.59,5.0,6.0,7.0,1.0,5.0,
16:48,Chepstow,Eye Of The Water,0.0,0.11,0.11,43.21,2.0,5.67,9.0,2.83,9.0,1 tip
16:48,Chepstow,Tea Leaf Ted,0.0,0.0,0.0,39.5,7.0,9.0,14.0,3.37,4.0,
17:23,Chepstow,Waistcoat,0.3,0.4,0.4,42.99,1.0,5.5,17.0,4.6,10.0,4 tips
17:23,Chepstow,Silent Flame,0.0,0.0,0.0,43.39,1.0,5.4,11.0,3.78,5.0,
17:23,Chepstow,Juniper's Dream,,,,,,,,,,
17:23,Chepstow,Punchbowl Flyer,0.0,0.0,0.0,43.58,1.0,2.67,5.0,2.08,3.0,3 tips
17:23,Chepstow,Road House,0.0,0.0,0.0,40.72,4.0,7.67,11.0,3.51,3.0,
17:23,Chepstow,Pure Artistry,0.2,0.4,0.6,41.45,1.0,4.4,9.0,3.21,5.0,5 tips
17:23,Chepstow,Mighty Gurkha,0.0,0.25,0.25,42.97,3.0,5.25,10.0,3.3,4.0,1 tip
13:58,Downpatrick,Front Door Famous,0.0,0.0,1.0,39.65,2.0,2.5,3.0,0.71,2.0,3 tips
13:58,Downpatrick,Serotonin,0.0,0.0,0.0,40.1,2.0,5.0,8.0,2.37,6.0,
13:58,Downpatrick,Cosielikeshim,0.0,0.0,0.0,35.09,7.0,10.5,14.0,4.95,2.0,
13:58,Downpatrick,Camlin Park,0.0,0.0,0.0,34.84,11.0,11.0,11.0,,1.0,
13:58,Downpatrick,Shoot The Crows,0.0,0.0,0.0,35.0,6.0,6.0,6.0,,1.0,
13:58,Downpatrick,Annagar,,,,,,,,,,
13:58,Downpatrick,Lady Maxios,0.0,0.0,0.0,36.55,4.0,5.0,6.0,1.41,2.0,
13:58,Downpatrick,Lightning Legs,0.0,0.0,0.0,38.93,5.0,9.0,14.0,4.69,4.0,
13:58,Downpatrick,Notmiwadi,0.0,0.0,0.0,35.3,9.0,13.0,17.0,5.66,2.0,
14:33,Downpatrick,Pahlavi,0.0,0.0,0.0,38.66,3.0,6.83,11.0,2.71,6.0,1 tip
14:33,Downpatrick,The Truant,0.17,0.17,0.17,39.98,1.0,6.5,16.0,5.02,12.0,
14:33,Downpatrick,Wing Back,0.5,0.5,0.5,39.39,1.0,5.5,10.0,6.36,2.0,
14:33,Downpatrick,Menas Miracle,0.0,0.14,0.29,37.44,1.0,7.29,17.0,6.37,7.0,1 tip
14:33,Downpatrick,Chesterbaylad,0.0,0.0,0.0,35.83,5.0,10.33,16.0,5.51,3.0,
14:33,Downpatrick,Silent Dawn,0.0,0.0,0.0,34.3,3.0,4.67,6.0,1.53,3.0,
14:33,Downpatrick,Patrick Street,0.2,0.2,0.2,38.87,6.0,11.2,15.0,3.63,5.0,
14:33,Downpatrick,Newport,0.0,0.12,0.12,37.26,4.0,6.62,10.0,2.45,8.0,2 tips
14:33,Downpatrick,Hitthehayson,0.0,0.0,0.0,36.28,4.0,9.57,17.0,4.89,7.0,
15:08,Downpatrick,Minella Supreme,0.67,0.67,0.67,39.52,1.0,2.0,3.0,1.0,3.0,1 tip
15:08,Downpatrick,Fool Me Once,0.11,0.22,0.22,37.98,2.0,6.22,15.0,4.09,9.0,1 tip
15:08,Downpatrick,Mavetherave,0.0,0.25,0.5,36.07,3.0,5.0,7.0,1.83,4.0,2 tips
15:08,Downpatrick,Southey,,,,,,,,,,
15:08,Downpatrick,Westoftignes,0.0,0.0,0.0,35.9,6.0,6.0,6.0,0.0,2.0,
15:08,Downpatrick,Penny Perfect,0.0,1.0,1.0,39.36,4.0,4.0,4.0,,1.0,1 tip
15:43,Downpatrick,Warriors Wood,0.0,0.0,0.25,38.97,1.0,3.0,7.0,2.83,4.0,2 tips
15:43,Downpatrick,Our Zebo,0.57,0.57,0.71,38.04,1.0,3.57,10.0,3.31,7.0,1 tip
15:43,Downpatrick,Eternal Angel,0.0,0.0,0.0,37.94,2.0,3.67,7.0,1.97,6.0,1 tip
15:43,Downpatrick,Rockview Consort,0.0,0.0,0.0,41.33,2.0,4.9,12.0,2.77,10.0,1 tip
15:43,Downpatrick,Ossifer Hops,,,,,,,,,,
15:43,Downpatrick,Kilmore Coral,0.5,0.5,0.5,37.08,1.0,5.0,9.0,5.66,2.0,
15:43,Downpatrick,Never Present,0.0,0.0,0.0,35.75,7.0,10.33,13.0,3.06,3.0,
15:43,Downpatrick,Peckham Springs,0.0,0.0,0.0,36.93,4.0,8.5,11.0,3.11,4.0,
15:43,Downpatrick,Gortmore Lady,0.0,0.0,0.4,38.54,3.0,7.0,13.0,4.06,5.0,
16:18,Downpatrick,Invictus World,0.0,0.33,0.33,35.57,1.0,5.33,8.0,3.79,3.0,
16:18,Downpatrick,Kalanisi Flash,,,,,,,,,,1 tip
16:18,Downpatrick,Joya Del Mar,0.17,0.17,0.17,35.65,2.0,4.5,6.0,1.64,6.0,
16:18,Downpatrick,Mount Sinai,0.0,0.0,0.33,35.32,1.0,7.0,11.0,5.29,3.0,2 tips
16:18,Downpatrick,Speculatrix,0.0,0.0,0.2,37.69,1.0,4.6,9.0,3.05,5.0,1 tip
16:53,Downpatrick,Person Of Interest,0.0,0.0,0.0,36.39,2.0,4.4,6.0,1.82,5.0,1 tip
16:53,Downpatrick,Sea Of Doubt,0.0,0.0,0.11,36.5,2.0,6.44,12.0,4.25,9.0,1 tip
16:53,Downpatrick,Doyen Magic,0.0,0.25,0.25,35.49,1.0,7.5,13.0,5.0,4.0,3 tips
16:53,Downpatrick,Bayonetta,0.0,0.0,0.33,36.82,3.0,3.67,5.0,1.15,3.0,
16:53,Downpatrick,My Good Pal,0.12,0.12,0.12,36.62,1.0,5.0,10.0,2.73,8.0,
16:53,Downpatrick,Firstupbestdressed,0.0,0.0,0.0,37.07,5.0,9.33,19.0,5.16,6.0,
16:53,Downpatrick,Greenway Machine,0.0,0.0,0.0,35.25,7.0,8.0,9.0,1.41,2.0,
16:53,Downpatrick,Fr Gilligansvoyge,0.0,0.0,0.0,39.06,4.0,5.67,9.0,2.89,3.0,
17:28,Downpatrick,Macinamillion,0.0,0.0,0.0,34.34,3.0,5.67,10.0,3.79,3.0,2 tips
17:28,Downpatrick,Presenting Lad,0.0,0.0,0.0,34.96,5.0,6.8,8.0,1.64,5.0,
17:28,Downpatrick,Willywampus,0.0,0.0,0.0,34.61,4.0,6.0,9.0,2.45,4.0,
17:28,Downpatrick,Lakefield Flyer,0.0,0.0,0.5,38.04,1.0,4.0,7.0,4.24,2.0,
17:28,Downpatrick,Metamorpheus,0.0,0.0,0.0,40.67,3.0,7.31,13.0,2.81,13.0,
17:28,Downpatrick,Wajaaha,0.0,0.12,0.12,38.43,2.0,7.5,12.0,3.3,8.0,
17:28,Downpatrick,Portarlington,0.2,0.2,0.4,37.47,1.0,5.5,16.0,4.86,10.0,1 tip
17:28,Downpatrick,Look Dont Touch,0.0,0.0,0.0,37.46,4.0,6.5,11.0,2.27,8.0,
17:28,Downpatrick,Woodstream Lad,0.17,0.17,0.17,36.28,1.0,6.17,11.0,4.4,6.0,2 tips
13:45,Southwell,Caraluna,,,,,,,,,,
13:45,Southwell,Lady Lysandra,0.0,0.0,0.0,38.95,9.0,9.0,9.0,,1.0,
13:45,Southwell,Lelosaja,,,,,,,,,,1 tip
13:45,Southwell,Ophelia Grace,0.0,1.0,1.0,38.87,2.0,2.0,2.0,,1.0,12 tips
13:45,Southwell,Rohini,0.0,0.0,0.0,37.75,7.0,7.0,7.0,,1.0,
13:45,Southwell,Showcasis Oasis,0.0,0.0,0.0,41.57,4.0,4.0,4.0,0.0,2.0,
13:45,Southwell,Slot,,,,,,,,,,
13:45,Southwell,Steelblue Ladybird,0.0,0.0,0.0,39.36,8.0,8.0,8.0,,1.0,
14:15,Southwell,Belcamo,0.0,0.0,0.0,38.04,2.0,4.25,7.0,1.83,8.0,1 tip
14:15,Southwell,Ajdayet,0.0,0.0,0.0,40.03,7.0,9.25,13.0,2.63,4.0,
14:15,Southwell,Swinging London,0.18,0.24,0.41,40.97,1.0,3.24,8.0,1.92,17.0,
14:15,Southwell,Damascus Steel,0.09,0.18,0.18,41.59,2.0,6.27,9.0,2.57,11.0,1 tip
14:15,Southwell,Action Pact,0.0,0.0,0.0,39.1,2.0,6.0,8.0,2.71,4.0,1 tip
14:15,Southwell,Louie's Folly,0.0,0.0,0.0,38.78,4.0,5.67,7.0,1.53,3.0,1 tip
14:15,Southwell,Me And Bobby McGee,,,,,,,,,,
14:15,Southwell,New York Minute,0.0,0.0,0.0,38.8,4.0,4.0,4.0,0.0,3.0,7 tips
14:15,Southwell,Creating Mischief,0.0,0.0,0.0,38.3,5.0,6.67,8.0,1.53,3.0,
14:15,Southwell,Double Meaning,0.0,0.0,0.0,38.68,5.0,7.0,9.0,2.83,2.0,2 tips
14:15,Southwell,Captain Robert,0.0,0.0,0.0,37.13,3.0,4.33,6.0,1.53,3.0,
14:15,Southwell,Ridgemaster,0.0,0.0,0.0,38.0,5.0,7.67,9.0,2.31,3.0,
14:50,Southwell,Mercurius Power,0.2,0.2,0.2,39.66,2.0,5.0,11.0,3.94,5.0,
14:50,Southwell,Without Compromise,0.09,0.09,0.27,41.02,2.0,5.36,11.0,2.84,11.0,
14:50,Southwell,Rapido Girl,0.0,0.0,0.0,42.17,2.0,4.8,8.0,2.3,10.0,
14:50,Southwell,Volto Di Medusa,0.0,0.0,0.0,40.19,8.0,8.0,8.0,,1.0,
14:50,Southwell,Barleybrown,0.2,0.2,0.3,40.54,2.0,5.0,8.0,2.26,10.0,1 tip
14:50,Southwell,Eva Rosie,0.18,0.45,0.55,40.26,1.0,4.0,8.0,2.79,11.0,1 tip
14:50,Southwell,Tresca,0.0,0.0,0.0,38.99,3.0,5.67,7.0,2.31,3.0,
14:50,Southwell,Francesi,0.0,0.0,0.12,41.48,3.0,4.5,8.0,2.0,8.0,1 tip
14:50,Southwell,Tiempo Alegre,0.27,0.36,0.36,42.88,1.0,3.55,7.0,1.69,11.0,7 tips
14:50,Southwell,Woodleigh,0.11,0.11,0.11,40.61,2.0,6.22,11.0,3.19,9.0,
14:50,Southwell,Eden Storm,0.08,0.08,0.25,39.76,3.0,5.42,9.0,1.73,12.0,
14:50,Southwell,Jack Daniel,0.0,0.0,0.0,41.63,2.0,5.17,10.0,2.86,6.0,2 tips
14:50,Southwell,Ventura Dream,0.0,0.0,0.0,39.71,1.0,5.27,9.0,2.28,11.0,1 tip
15:25,Southwell,Stitching Wheel,,,,,,,,,,
15:25,Southwell,Breakdancer,0.0,0.0,0.25,41.3,1.0,5.5,8.0,3.11,4.0,10 tips
15:25,Southwell,Chesneys Charm,0.11,0.11,0.22,41.44,1.0,4.33,8.0,2.29,9.0,1 tip
15:25,Southwell,Blue Eclipse,0.0,0.0,0.33,39.31,1.0,4.0,6.0,2.65,3.0,
15:25,Southwell,Mahogany Bay,0.0,0.0,0.0,39.01,2.0,3.33,5.0,1.53,3.0,
15:25,Southwell,Beltadaay,0.2,0.4,0.4,39.75,1.0,5.6,11.0,4.45,5.0,
15:25,Southwell,Kameel,0.0,0.14,0.29,40.98,1.0,6.0,13.0,4.43,7.0,
15:25,Southwell,Flightofthephoenix,0.25,0.25,0.25,39.4,2.0,4.25,6.0,2.06,4.0,1 tip
15:25,Southwell,Barry's Boy,0.0,0.25,0.25,40.53,1.0,6.25,11.0,4.57,4.0,
15:25,Southwell,Looks Fantastic,0.0,0.0,0.2,40.22,2.0,5.2,9.0,3.11,5.0,1 tip
15:25,Southwell,Thunder Earthlight,0.0,0.0,0.0,40.75,4.0,6.25,10.0,2.63,4.0,
16:00,Southwell,Sheikh Raj,0.0,0.0,0.33,41.31,4.0,5.0,6.0,1.0,3.0,8 tips
16:00,Southwell,My Mate Kev,0.0,0.0,0.0,42.07,1.0,4.86,10.0,3.44,7.0,1 tip
16:00,Southwell,Dapper Guest,0.33,0.33,0.67,42.54,1.0,4.67,7.0,2.25,6.0,
16:00,Southwell,Singoura,0.17,0.17,0.17,41.67,1.0,5.0,16.0,5.59,6.0,
16:00,Southwell,Sunshine Mag,0.0,0.0,0.0,41.13,2.0,6.0,10.0,3.16,5.0,
16:00,Southwell,Antalya,0.2,0.2,0.2,41.91,1.0,3.6,8.0,2.61,5.0,
16:00,Southwell,Tattie Bogle,0.0,0.0,0.0,42.48,1.0,5.92,14.0,3.92,12.0,3 tips
16:00,Southwell,The Sweet Escape,0.0,0.0,0.0,41.69,4.0,6.2,11.0,2.95,5.0,
16:00,Southwell,Stirrup Cup,0.0,0.0,0.0,44.03,7.0,7.75,9.0,0.96,4.0,
16:00,Southwell,Sherlock,0.0,0.0,0.0,39.8,2.0,4.43,9.0,2.51,7.0,2 tips
16:33,Southwell,Zabeel Road,0.2,0.2,0.2,41.83,1.0,5.2,9.0,3.03,5.0,5 tips
16:33,Southwell,Dannick,0.4,0.4,0.4,42.94,2.0,3.8,7.0,1.92,5.0,1 tip
16:33,Southwell,Stenmark,0.0,0.0,0.0,41.05,4.0,5.0,6.0,1.41,2.0,1 tip
16:33,Southwell,Arboreous,0.0,0.0,0.17,40.72,2.0,3.67,6.0,1.97,6.0,2 tips
16:33,Southwell,Nahash,0.25,0.25,0.25,40.61,3.0,7.5,11.0,4.12,4.0,4 tips
16:33,Southwell,Silver Arrow,0.2,0.2,0.2,43.46,1.0,6.8,12.0,4.15,5.0,1 tip
16:33,Southwell,Mu Mu Land,0.0,0.25,0.5,39.94,1.0,5.5,9.0,3.7,4.0,
16:33,Southwell,Opening Bat,0.0,0.0,0.0,41.46,1.0,4.0,7.0,2.19,6.0,1 tip
16:33,Southwell,Invitorio,0.0,0.0,0.14,39.76,4.0,7.86,12.0,2.85,7.0,
17:08,Southwell,Rough Diamond,0.0,0.0,0.0,40.02,4.0,6.0,8.0,2.83,2.0,
17:08,Southwell,Beelzebub,0.0,0.0,0.0,42.14,2.0,4.0,7.0,2.12,5.0,4 tips
17:08,Southwell,Blue Force,0.33,0.33,0.33,43.25,1.0,4.0,10.0,5.2,3.0,1 tip
17:08,Southwell,Manhattan Mirage,0.0,0.0,0.0,42.05,6.0,6.67,8.0,1.15,3.0,
17:08,Southwell,Willolarupi,0.22,0.33,0.33,42.4,1.0,3.78,6.0,2.22,9.0,3 tips
17:08,Southwell,Daytona Lady,0.27,0.36,0.36,41.8,2.0,5.36,8.0,2.38,11.0,3 tips
17:08,Southwell,Royal Musketeer,0.0,0.0,0.0,41.64,1.0,4.29,9.0,2.69,7.0,
17:08,Southwell,Mini Magna,0.0,0.0,0.0,43.96,4.0,6.25,8.0,1.71,4.0,2 tips
17:08,Southwell,Vinatera,0.0,0.0,0.0,41.8,3.0,4.83,8.0,2.23,6.0,2 tips
17:08,Southwell,Mattice,0.0,0.17,0.17,42.13,1.0,6.83,15.0,5.27,6.0,
17:08,Southwell,Cash In,0.0,0.0,0.0,42.72,1.0,5.67,8.0,2.73,6.0,
17:08,Southwell,The Cutest,0.0,0.0,0.0,42.3,6.0,6.0,6.0,,1.0,
17:08,Southwell,Belsito,0.0,0.0,0.0,41.95,2.0,5.33,11.0,3.78,6.0,
17:08,Southwell,Bomb Squad,0.36,0.36,0.43,41.87,1.0,3.36,9.0,2.31,14.0,
17:38,Southwell,Gesundheit,0.0,0.0,0.0,40.49,6.0,9.33,12.0,3.06,3.0,
17:38,Southwell,Bueno Nacho,0.0,0.0,0.0,42.13,3.0,7.0,10.0,2.94,4.0,
17:38,Southwell,Wild Embers,0.17,0.17,0.17,41.64,3.0,6.0,9.0,2.53,6.0,
17:38,Southwell,Laurens Dream,0.17,0.33,0.33,42.13,1.0,4.58,8.0,2.54,12.0,5 tips
17:38,Southwell,Blue Empress,0.0,0.0,0.0,42.39,2.0,4.73,10.0,2.57,11.0,2 tips
17:38,Southwell,Top Biller,0.0,0.1,0.1,42.84,1.0,4.5,10.0,2.8,10.0,1 tip
17:38,Southwell,Up The Monk,0.0,0.0,0.0,41.91,3.0,6.62,10.0,3.2,8.0,
17:38,Southwell,Toota,0.29,0.29,0.29,41.89,2.0,3.14,7.0,1.77,7.0,1 tip
17:38,Southwell,Fair Call,0.0,0.2,0.2,44.07,4.0,5.8,8.0,1.48,5.0,1 tip
17:38,Southwell,Mission In Malton,0.0,0.0,0.0,42.55,2.0,5.2,11.0,2.78,10.0,
